Date	Value
13880918	100.7
13880917	103.5
13880916	104.2
13880914	105
13880911	102.7
13880910	100.7
13880909	100.3
13880908	103
13880904	104.6
13880903	101.9
13880902	102.6
13880901	101.6
13880830	102.5
13880827	105.9
13880826	106.8
13880825	109.3
13880824	108.9
13880823	108.3
13880820	109.2
13880819	109.5
13880818	109.2
13880817	107.4
13880816	110.6
13880813	112.6
13880812	114.5
13880811	113.7
13880810	115.5
13880809	114.6
13880806	119.7
13880805	118
13880804	115.7
13880803	110.4
13880802	109.6
13880729	107.5
13880728	108.3
13880727	109.8
13880726	109.6
13880725	115
13880721	117.8
13880720	117.6
13880719	119.1
13880718	122.4
13880715	128.2
13880714	130.8
13880713	127
13880712	121.1
13880711	115.8
13880708	110.2
13880707	105
13880706	100
